name,property_type_name,district_name,bedroom_count,Billion VND,area
"Nhà riêng 7 tầng thang máy , 45m2, giá tốt tại Nguyễn Văn Huyên, Nghĩa Tân, Cầu Giấy, Hà Nội",Nhà,Cầu Giấy,6.0,18.5,45.0
"Giá ngã cây - căn góc 2N+ tòa M3 có sổ, không vay, full nội thất, tầng trung, view nội khu giá 4tỷ6",Căn hộ chung cư,Gia Lâm,2.0,4.6,64.0
Chính chủ cần bán căn hộ cao cấp,Căn hộ chung cư,Nam Từ Liêm,2.0,4.981,58.6
BÁN NHÀ NGỌC THỤY - TRUNG TÂM TIỆN ÍCH - Ở NGAY Vị trí: Trung tâm Ngọc Thụy gần trường học chợ,Nhà,Long Biên,3.0,6.65,32.0
Bán gấp mảnh nhà phố Thạch Bàn DT42m2 mt4.7 nhà 5 tầng giá 6.5 tỷ,Nhà,Long Biên,3.0,6.5,42.0
"Lô góc 5 tầng - view 2 thoáng - Đa Sỹ, Hà Đông - giá tốt trong khu vực",Nhà,Hà Đông,3.0,6.5,37.5
"Phân lô quân đội - ô tô tránh - ngõ thông - lô góc 3 thoáng - gần ngã tư sở - 38m2 chỉ 9,x tỷ",Nhà,Thanh Xuân,2.0,9.15,38.0
Bán nhanh Studio 30m2 toà A1 View hồ giá 3 tỷ bao phí tại Lumiere EverGreen LH [phone_number],Căn hộ chung cư,Nam Từ Liêm,1.0,3.0,30.0
Tôi chính chủ cần bán gấp căn 3 ngủ -108 m tầng 24 cc Thezei-08 Lê Đức Thọ giá 10 tỷ. LH [phone_number],Căn hộ chung cư,Nam Từ Liêm,3.0,10.0,108.0
"Cực gấp! Phố Cát Linh, 2 thoáng, 3 gác, ngõ thông kinh doanh, full nội thất, dt 42m2 * 5T, Mt 4.2m",Nhà,Đống Đa,3.0,7.5,42.0
Bán nhà trung tâm Văn Quán-Lô Góc-Ngõ VF3 đỗ cửa-ô chờ thang máy-nhà mới Koong ở ngay 33m nhỉnh 7tỷ,Nhà,Hà Đông,4.0,7.65,33.0
"Đầu tư! Bán nhà Trung Kính lô góc 3 thoáng, 30m ra phố, ngõ thông, có hầm xe, an sinh đỉnh, 80m2*3T",Nhà,Cầu Giấy,4.0,17.0,80.0
Nhà phố Ngô Thì Sỹ - ôtô đỗ cửa - kinh doanh - 6 tầng thang máy - dt 50m2 - mt 4m - nhà đẹp ở luôn,Nhà,Hà Đông,4.0,10.5,50.0
"Bán tập thể tầng 2 phố Đặng Dung quận Ba Đình: Gần phố 55m2 2 ngủ, căn góc thoáng sáng, để xe riêng",Căn hộ chung cư,Ba Đình,2.0,7.48,55.0
"Chính chủ Bán CH Kosmo Tây Hồ DT 84,9m 2PN2VS Full NT căn góc tầng trung 7,5 tỷ SĐCC 'O971,O85,383",Căn hộ chung cư,Bắc Từ Liêm,2.0,7.5,84.9
PHỐ XÃ ĐÀN VIP ĐỐNG ĐA - GARA Ô TÔ 16 CHỖ - MẶT TIỀN 7M - NGÕ THÔNG KINH DOANH - ĐẦU TƯ - 18 TỶ.,Nhà,Đống Đa,6.0,18.0,50.0
Tôi chính chủ cần bán nhà mới 3 tầng 52m2 đường Trần Khát Chân,Nhà,Hai Bà Trưng,3.0,7.65,52.0
Em cần bán nhanh căn hộ tại chung cư HH Linh Đàm,Căn hộ chung cư,Hoàng Mai,2.0,2.48,67.0
Bán nhà Cầu Giấy- Toà nhà 8T thang máy- phân lô ô tô- cách phố 1 nhà- 60m2- 25 tỷ,Nhà,Cầu Giấy,8.0,25.0,60.0
Nhỉnh 6 tỷ! Bán nhà 40m2 x 5 tầng - dân xây - ô tô - 30m ra phố - giáp Ngoại Giao Đoàn - Xuân Đỉnh,Nhà,Bắc Từ Liêm,3.0,6.8,40.0
"Căn hộ 2PN, 2WC tại Masteri West Heights B , Tầng Thấp , Tây Mỗ, Nam Từ Liêm, Hà Nội, Giá 4,64 tỷ",Căn hộ chung cư,Nam Từ Liêm,2.0,4.64,55.0
Siêu phẩm nhỏ tiền - phố Bạch mai nhà đẹp ở luôn full nội thất cao cấp,Nhà,Hai Bà Trưng,3.0,3.95,23.0
Bán nhà phố dương văn bé - gần phố - 15m ra ô tô - nhà đẹp lung linh - chỉ 7.95 tỷ,Nhà,Hai Bà Trưng,3.0,7.95,33.0
"Chính chủ bán cắt lỗ căn 1N + DT 42.8m2 hướng Đông Nam, giá 2,9 tỷ bao phí Vinhomes Smart City",Căn hộ chung cư,Nam Từ Liêm,1.0,2.9,42.8
"Siêu hiếm! Bạch Mai HBT, 30m ra ô tô sang trọng đẳng cấp, nội thất luxury, dân trí văn minh 31m2",Nhà,Hai Bà Trưng,3.0,8.7,31.0
"Biệt thự, sân vườn, 320m2, 16,8 tỷ, ô tô ngủ trong nhà",Nhà,Bắc Từ Liêm,4.0,16.8,225.0
Gấp Hiếm!! Bán Gấp tập thể Tầng 2 Đào Tấn- 80m- 4 ngủ 2 wc- Nhà Đẹp- Full đồ ở luôn,Căn hộ chung cư,Ba Đình,4.0,3.45,80.0
"Bán căn hộ Green Diamond Láng Hạ 137 3pn 2vs 17,8 tỷ Căn góc, full NT, có slot ô tô",Căn hộ chung cư,Đống Đa,3.0,17.8,138.0
Bán liền kề HD Mon Hàm Nghi 100m2 - 7 tầng thang máy - vỉa hè - ở sướng - 48 tỷ,Biệt thự/Nhà liền kề,Nam Từ Liêm,4.0,48.0,100.0
Bán Đất Tặng Nhà 2 Tầng. MP cổ bi - Gia Lâm. 240m. MT 9m. Giá hơn 26 Tỷ. Sổ đỏ vuông đẹp.,Nhà,Gia Lâm,2.0,26.0,240.0
Ngọc thuỵ long biên- bán toà nhà dịch vụ -dòng tiền đang chảy vào 130tr/1tháng-giá chỉ 110tỷ,Nhà,Long Biên,5.0,110.0,145.0
Căn đẹp ngõ Quỳnh ngay phố Thanh Nhàn - Hai Bà Trưng,Nhà,Hai Bà Trưng,4.0,7.55,46.0
"Bán căn hộ tập thể tại Phố Nhân Chính, Thanh Xuân, Hà Nội, 3,68 tỷ, 65m2, 2 ngủ 2 VS",Căn hộ chung cư,Thanh Xuân,2.0,3.68,65.0
Hiếm! Bán căn góc Viha Complex 107 Nguyễn Tuân - DT 118m2 - Full NT - Sổ đỏ lâu dài - LH [phone_number],Căn hộ chung cư,Thanh Xuân,3.0,12.9,118.0
"Liền kề Hạ Đình DT 106m2, MT 5.1m - ôtô tránh dừng đỗ - 1 hầm 5 nổi - thang máy xịn - làm văn phòng",Biệt thự/Nhà liền kề,Thanh Xuân,4.0,29.0,106.0
Ngõ thông ô tô đỗ cổng! Bán nhà Kim Chung - Hoài Đức 38m2 x 4 tầng giá chỉ 4.3 tỷ,Nhà,Hoài Đức,4.0,4.3,38.0
"Bán căn hộ 127m2, 3PN, full nội thất, chung cư Mandarin Garden. Giá chỉ 11.8 tỷ. Có thương lượng",Căn hộ chung cư,Cầu Giấy,3.0,11.8,127.0
"Bán nhà Lương Khánh Thiện, Nguyễn Đức Cảnh 36m2 6T, 4 ngủ chỉ 6.9 tỷ, ở ngay, gần phố, ô tô sát nhà",Nhà,Hoàng Mai,4.0,6.9,36.0
"Bán nhà riêng tại xã Ngọc Hồi, Thanh Trì, Hà Nội, 1,9 tỷ, 20m2 - Hàng hiếm uy tín",Nhà,Thanh Trì,2.0,1.9,20.0
"Chính chủ bán căn hộ BOHEMIA 3N2vs-127m2, vị trí vàng tại Thanh xuân, giá nhỉnh 9 tỷ, LH:[phone_number]",Căn hộ chung cư,Thanh Xuân,3.0,9.0,127.0
"Vip Ngọc Khánh - phân lô liền kề ôtô tải tránh, vỉa hè thang máy đỉnh cao của cuộc sống quan chức",Nhà,Ba Đình,4.0,26.0,85.0
"Bán nhà Phùng Khoang 45m2, 5 tầng, 4 phòng ngủ, có ô chờ thang máy, gần ô tô giá 8.8 tỷ",Nhà,Hà Đông,4.0,8.8,45.0
Siêu rẻ đẹp bán nhà Mễ Trì mới tinh cách 1 nhà ra ô tô 40M2 - 6 tầng thang máy giá chỉ hơn 8TỈ,Nhà,Nam Từ Liêm,4.0,8.9,40.0
"Vợ chồng em cần bán CH tại 90 Nguyễn Tuân 71m2, 2PN tầng đẹp view thoáng, sẵn sổ. LH:",Căn hộ chung cư,Thanh Xuân,2.0,6.0,71.2
"Bán Gấp nhà cầu Diễn, phường Minh Khai, 36m2 x 4 tầng mới FULL nội thất, chỉ việc xách vali về ở.",Nhà,Bắc Từ Liêm,4.0,6.8,36.0
"Bán nhà Tân Khai Vĩnh Hưng - gần trường - chợ - ngõ thông thoáng, vài chục mét ra otto",Nhà,Hoàng Mai,3.0,6.3,30.0
Bán nhà phân lô Hải Quan Trường Chinh ô bàn cờ ô tô vào nhà - vừa ở vừa kinh doanh - vị trí đắc địa,Nhà,Thanh Xuân,4.0,14.9,55.0
Quỹ Căn hộ 73m2 và 83m2 - Giá tốt - View thoáng mát - Tầng trung - Bao phí 102% - CC The Wisteria,Căn hộ chung cư,Hoài Đức,2.0,4.9,73.0
"Bán nhà 3 tầng La Phù, Hoài Đức, diện tích 31m2, gần phố, ngõ thoáng, giá 3,85 tỷ",Nhà,Hoài Đức,4.0,3.85,31.0
"Chỉ từ 16tỷ nhà phố Nguyễn Văn Lộc, Hà Đông phân lô vỉa hè hai thoáng trước sau kinh doanh đẳng cấp",Nhà,Hà Đông,4.0,16.3,47.0
Bán nhà phân lô đền lừ - hoàng mai - gara ôtô - thang máy - dt 54m x 6 tầng. giá bán 18.6 tỷ,Nhà,Hoàng Mai,5.0,18.6,54.0
"Bán nhà phố Hồng Hà, HK, phân lô, Gara, 61m, 5T, 11.6 tỷ - Khu Cán bộ, dân trí cao",Nhà,Hoàn Kiếm,4.0,11.6,61.0
"Bán chung cư Lạc Hồng, Nam Thăng Long, 2 ngủ 2 WC, 76.6m2. Sổ đỏ",Căn hộ chung cư,Tây Hồ,2.0,5.85,76.6
"Nhà Liên Ninh 45m ngõ oto 7 chỗ thông 5,3 tỷ",Nhà,Thanh Trì,4.0,5.3,45.0
"Chính chủ bán căn 1PN ban công Đông Nam, DT 42m2 chung cư Đại Thanh chỉ 1,66 tỷ. Nhà đẹp sẵn ở",Căn hộ chung cư,Thanh Trì,1.0,1.66,42.0
"Bán nhà 32m2 giá 2tỷ450 ngõ ô tô gần , thiết kế hiện đại , gần trường , chợ , và nhiều căn khác đẹp",Nhà,Hà Đông,4.0,2.45,32.0
"Chính chủ bán căn 2 ngủ C14 Bắc Hà, Tố Hữu. Giá 4,5 tỷ DT 70m2 và 2 VS, LH 0978,965831",Căn hộ chung cư,Nam Từ Liêm,2.0,4.5,70.0
"Tổng hợp quỹ căn giá tốt nhất tại Sunshine Riverside, 2PN - 3PN, SDCC. LH [phone_number]",Căn hộ chung cư,Tây Hồ,3.0,8.0,107.0
Bán nhà phân lô ô tô tránh trần quốc hoàn đẳng cấp khu vực dt 60m mặt tiền 5m,Nhà,Cầu Giấy,4.0,22.0,60.0
Siêu phẩm yên hoà-trung tâm cầu giấy-gần phố -nhiều tiện ích,Nhà,Cầu Giấy,3.0,7.98,40.0
"Bán căn hộ cao cấp tòa N01T6 khu Ngoại Giao Đoàn, DTSD 104m2, 3PN, 2VS, full nội thất. Giá 14.5tỷ",Căn hộ chung cư,Bắc Từ Liêm,3.0,14.5,104.0
"Cần bán căn hộ cao cấp tòa Samsora 105 Chu Văn An, Hà Đông",Căn hộ chung cư,Hà Đông,2.0,4.65,72.0
"Chủ cần bán căn hộ 114m2 CC The Wisteria - Cửa Đông Nam - Là căn góc, 2 mặt thoáng. - Giá 6.5 tỷ.",Căn hộ chung cư,Hoài Đức,3.0,6.5,114.0
"Bán biệt thự 200m2, 36 tỷ tại Ngọc Thụy, Long Biên, khu vực trung tâm, sầm uất, buôn bán.",Biệt thự/Nhà liền kề,Long Biên,4.0,36.0,200.0
"Chính chủ bán chung cư Vip Đại Kim Buillding, Trần Hòa, Hoàng Mai. DT: 75m2 2PN. Giá 4,5 tỷ",Căn hộ chung cư,Hoàng Mai,2.0,4.5,75.0
"Bán nhà tại La Nội, Dương Nội, Hà Đông. Diện tích 33m2 xây 4 tầng tặng full nội thất",Nhà,Hà Đông,3.0,5.35,33.0
"Bán nhà ngõ 106 Đình Thôn, Mỹ Đình 1, Nam Từ Liêm, Hà Nội",Nhà,Nam Từ Liêm,3.0,6.6,43.0
"Chính chủ cần bán căn hộ 2N2w tại Ruby City3 - Phúc Lợi giá 2,75tỷ có sổ sẵn sang tên ngay 09792093",Căn hộ chung cư,Long Biên,2.0,2.75,54.0
"Bán NR 4PN, 44m2 tại Lê Trọng Tấn, Khương Mai, Thanh Xuân, 12,8 tỷ",Nhà,Thanh Xuân,4.0,12.8,44.0
"S3.03 vinhomes smartcity - 80m2 - 3ngủ,2vs - 5.x tỷ",Căn hộ chung cư,Nam Từ Liêm,3.0,5.7,80.0
"Bán gấp nhà cấp 4 đang cho thuê dòng tiền tốt mặt đường ô tô tránh, vỉa hè tại Việt Hưng, LB",Nhà,Long Biên,1.0,15.7,63.0
"Bán nhà đường Hoàng Mai ô tô vào, DT 106m2",Nhà,Hoàng Mai,4.0,15.9,106.0
"Bán CC Golden Park Tower, 8,3 tỷ VND, 96m2, 3PN, 2WC tại Phạm Văn Bạch, Yên Hòa, Cầu Giấy, Hà Nội",Căn hộ chung cư,Cầu Giấy,3.0,8.3,96.0
"Hàng hiếm tại Phương Canh, 6,95 tỷ, 52 m2, lô góc , 30m ra ô tô,sẵn nội thất, sổ nét giao dịch ngay",Nhà,Nam Từ Liêm,5.0,6.95,52.0
"Cắt lỗ, bán gấp nhà Vũ Tông Phan 76m2x2,5 tầng, ngõ 3 gác, gần đường ô tô",Nhà,Thanh Xuân,3.0,8.35,76.0
Bán nhà cấp 4 ngõ thông ô tô Tiền Phong Mê Linh,Nhà,Mê Linh,2.0,3.5,48.0
"Bán nhà riêng mặt ngõ Đội Cấn, Ba Đình. Ngõ thông rộng, nhà đẹp, kinh doanh online. 50m, mt 4.2m",Nhà,Ba Đình,4.0,13.7,50.0
"Nhà Đội Cấn, ngõ thông nông to, 20m ô tô, KCBT 4PNKK, sổ nở hậu, tặng nội thất, ở sướng 39m2*5T",Nhà,Ba Đình,3.0,7.35,39.0
BÁN NHÀ MỚI TÂY HỒ- XUÂN LA- 80M- 6 TẦNG- THANG MÁY- GARA Ô TÔ- GẦN HỒ- NGÕ THÔNG- 25 TỶ,Nhà,Tây Hồ,4.0,25.0,80.0
Nhà đẹp đỗ đức dục dân xây ngõ nông nội thất toàn bộ gỗ lim lào cách 3 nhà ra ô tô 58m*4t chỉ 12 tỷ,Nhà,Nam Từ Liêm,4.0,12.0,58.0
"Bán căn 101m2 - 3 ngủ - chung cư Hateco Laroma - 4A Huỳnh Thúc Kháng - Đống Đa, 12,6 tỷ có TL",Căn hộ chung cư,Đống Đa,3.0,12.6,101.0
"Chính chủ cần bán căn hộ tại toà CT2 Mỹ Đình Plaza 2 với 2 ngủ 2 vệ sinh, giá 5,5 tỷ, sẵn sổ",Căn hộ chung cư,Nam Từ Liêm,2.0,5.5,71.0
"Bán gấp: nhà 5 tầng trần khát chân, sổ đỏ 35m, gần phố, trường, bệnh viện",Nhà,Hai Bà Trưng,3.0,6.2,35.0
"Bán nhà riêng đường định công, hoàng mai. 50m * 5t - 8.8 tỷ, tl.",Nhà,Hoàng Mai,5.0,8.8,50.0
"Gia đình tôi cần bán căn hộ tại VOV Mễ Trì với 2 ngủ 2 vệ sinh, giá 4,9 tỷ, sẵn sổ",Căn hộ chung cư,Nam Từ Liêm,2.0,4.9,82.0
"Phân lô TT quân đội 665 Tây Tựu, gần ngay Vành Đai 3.5, 35m2x5T, MT 3.9m, 6.2 tỷ",Nhà,Bắc Từ Liêm,3.0,6.2,35.0
13 tỷ sở hữu nhà 65m2 - mt hơn 4m - trung tâm cầu giấy- ngõ rộng - nhà đẹp dân xây - sổ hoa khôi,Nhà,Cầu Giấy,5.0,13.0,65.0
"Bán Căn góc 3PN, 2WC tại New Horizon City, 6,55 tỷ, 95m2, full nội thất, có sổ đỏ, nhiều tiện ích",Căn hộ chung cư,Hoàng Mai,3.0,6.55,95.0
"Bán nhà 4 tầng đẹp - vừa ở vừa kinh doanh, ô tô thông, gần cầu Thượng Cát",Nhà,Đông Anh,4.0,6.6,66.0
Chính chủ cần bán gấp căn 120m2 chung cư N09b1 Thành Thái full nt đẹp giá chỉ 8.6 tỷ,Căn hộ chung cư,Cầu Giấy,3.0,8.6,120.0
Chính chủ bán căn 2 ngủ toà The Pride - Tố Hữu nhà đẹp,Căn hộ chung cư,Hà Đông,2.0,4.55,74.8
"Chính chủ gửi bán gấp căn 3N CC FLC Quang Trung, 100m2, full NT, LH [phone_number]",Căn hộ chung cư,Hà Đông,3.0,5.55,100.0
Chính chủ cần bán căn tập thể tầng 2 - Khương Trung - Thanh Xuân - 65m2,Căn hộ chung cư,Thanh Xuân,3.0,2.48,65.0
Bán nhà riêng 31m2 chính chủ tại Vĩnh Hưng,Nhà,Hoàng Mai,2.0,2.65,31.0
Bán nhà Vĩnh Quỳnh Thanh Trì chưa tới 5 tỷ,Nhà,Thanh Trì,4.0,4.35,40.0
"Bán NP Nguyễn Trãi, 52 tỷ, 180m2, 2PN, 1WC, giá tốt, Hot!",Nhà,Thanh Xuân,2.0,52.0,180.0
Nhỉnh 5tỷ - ko có căn thứ 2 phải thật nhanh - nhà quang trung - nội thất long lanh - 10m 5oto tránh,Nhà,Hà Đông,3.0,0.59,25.0
"Thanh Xuân - Nhà mặt phố Giải Phóng 46m2, 3 tầng chủ xác định bán đất giá chỉ 8 tỷ - LH [phone_number]",Nhà,Thanh Xuân,3.0,8.0,46.0
Bán căn hộ p2 ciputra tây hồ hà nội,Căn hộ chung cư,Tây Hồ,4.0,15.0,182.0
"Chính chủ cần bán căn hộ studio 33m², tầng 20, tòa S218, giá 1.970 tỷ",Căn hộ chung cư,Gia Lâm,1.0,1.97,33.0
Biệt thự 7 tầng thang máy - lô góc 2 mặt đường ô tô tránh - vỉa hè rộng,Biệt thự/Nhà liền kề,Thanh Xuân,4.0,80.0,158.0
"BÁN NHÀ PHỐ HỒNG MAI -HAI BÀ TRƯNG 32M 5 TẦNG NHÀ ĐẸP CHỈ 7,9 TỈ",Nhà,Hai Bà Trưng,3.0,7.9,32.0
Siêu phẩm 99m2 siêu đẹp - sát Metro - nhìn công viên 365 - mt 5m - hiếm,Biệt thự/Nhà liền kề,Hà Đông,4.0,19.9,99.0
Chu Huy Mân - 7 tầng thang máy 2 thoáng - Ở sướng hơn 14 tỷ - 3 bước chân ra oto tránh,Nhà,Long Biên,5.0,14.5,70.0
"Bán nhà 6 tầng thang máy, ngõ ô tô thông kinh doanh, gần trường Wellspring, Bồ Đề, Long Biên - 16,9 tỷ",Nhà,Long Biên,5.0,16.899999999,65.0
"Bán CC Moonlight 1, 4,3 tỷ bao toàn bộ thuế phí, 66,68m2, 2PN, 2WC, tại Vân Canh, Hoài Đức, Hà Nội",Căn hộ chung cư,Hoài Đức,2.0,4.3,66.68
"Cần bán căn 2n2vs toà 30t1 nam trung yên, giá 4,1 tỷ. lhe [phone_number]",Căn hộ chung cư,Cầu Giấy,2.0,4.1,64.5
"Bán căn hộ chung cư South Buiding - Đường Trần Thủ Độ, sổ đỏ chính chủ",Căn hộ chung cư,Hoàng Mai,2.0,4.5,73.0
"Bán nhà Tây Hồ 33m2 5 tầng MT 4m 6,250 tỷ cách mặt phố 35m",Nhà,Tây Hồ,3.0,6.25,33.0
Cần bán gấp nhà mặt phố kinh doanh sầm uất kết hợp cho thuê hoặc ở,Nhà,Hà Đông,4.0,14.4,54.0
"Đẳng cấp! Toà căn hộ dòng tiền tại Kim Mã, 17 phòng, DT 102tr/ tháng, lô góc, gần phố, đầy đủ PCCC",Nhà,Ba Đình,17.0,18.0,64.0
Siêu phẩm nhà 4 tầng 1 tum - đẹp không góc chết tại 521 trương định,Nhà,Hoàng Mai,3.0,6.8,36.8
"Bán CC Times City - Park Hill, 6,6 tỷ, 70m2, 2PN, 2WC, giá tốt!",Căn hộ chung cư,Hoàng Mai,2.0,6.6,70.0
"Gia đình bán căn 4 ngủ 2wc 123m2, căn góc Đông Nam+Đông Bắc đẹp nhất Mulberry Lane. Giá 7,4 tỷ",Căn hộ chung cư,Hà Đông,4.0,7.4,123.0
"Hàng mới - Cực hiếm - Bán căn 2 ngủ chung cư Green Pearl - 378 Minh Khai tầng đẹp, hướng mát",Căn hộ chung cư,Hai Bà Trưng,2.0,6.4,74.0
"Bán gấp căn hộ chung cư The Golden Armor B6 Giảng Võ, 73m2, 2PN, full nội thất Liên Hệ: [phone_number]",Căn hộ chung cư,Ba Đình,2.0,8.5,73.0
"Bán nhà Bạch Mai, Hai Bà Trưng, 58m2, 4 tầng, mặt tiền rộng, cách mặt phố 20m, giá chỉ 10.65 tỷ!",Nhà,Hai Bà Trưng,4.0,10.65,58.0
Bán Nhà BIỆT THỰ LIỀN KỀ PHỐ THANH NHÀN - TT QUẬN HBT 75m2 / 5Tầng Thang Máy / Mặt Tiền 6m,Biệt thự/Nhà liền kề,Hai Bà Trưng,4.0,23.3,75.0
Bán nhà mặt phố Mỗ Lao Hà Đông 60m2 5 tầng mặt tiền 5m nhỉnh 18 tỷ Kinh Doanh,Biệt thự/Nhà liền kề,Hà Đông,4.0,18.0,60.0
"Giỏ hàng độc quyền chỉ từ 4,1 tỷ đẹp nhất The Ninety Complex 90 đường Láng Quận Đống Đa",Căn hộ chung cư,Đống Đa,2.0,4.1,45.0
"Bán 4 phòng ngủ giá thấp nhất Goldmark City 136 Hồ Tùng Mậu - 9,5 tỷ",Căn hộ chung cư,Bắc Từ Liêm,4.0,9.5,147.0
"Bán nhà Xuân Đỉnh 54m2 - Ngõ rộng 3m, phân lô - giá 8.6 tỷ",Nhà,Bắc Từ Liêm,4.0,8.6,54.0
"Bán nhà Lô góc phố Kim Mã, ngõ thông kinh doanh, ô tô đỗ gần, nhà dân xây, 45m2 * 5T",Nhà,Ba Đình,3.0,8.2,45.0
Siêu phẩm Xuân Thủy - trung tâm Cầu Giấy,Nhà,Cầu Giấy,3.0,9.1,42.0
"Hiếm! phố Đào Tấn, lô góc, ngõ nông gần phố, cách ô tô 35m, dt 48m2 * 5 tầng, nhỉnh 8 tỷ",Nhà,Ba Đình,4.0,8.85,48.0
"(Giá thật) chủ cần bán căn 78m2 (3N 2W) tại Mỹ Đình Plaza 1, sẵn sổ, đầy đủ nội thất. Giá 5 tỷ",Căn hộ chung cư,Nam Từ Liêm,3.0,5.0,78.0
"Bán nhà 38m2 x 4 tầng dân xây nhỉnh 5 tỷ, Trần Cung, Cổ Nhuế",Nhà,Bắc Từ Liêm,3.0,6.29,38.0
Bán gấp Biệt thự Dương Nội gần Lê Quang Đạo kéo dài 180m2x4T MT9m hoàn thiện đẹp hơn 30 tỷ,Biệt thự/Nhà liền kề,Hà Đông,5.0,30.0,180.0
"Cần bán căn hộ 34T Trung Hoà Nhân Chính, 146m2 3ngủ 2 vs, tầng trung đẹp, view thoáng, full NT mới",Căn hộ chung cư,Cầu Giấy,3.0,10.07,146.0
"Tuyệt Vời! Phân lô Thái Hà, nhà đẹp, full nội thất, ô tô vào nhà, gara ô tô, kd siêu đỉnh, 67m2*5T.",Nhà,Đống Đa,4.0,23.4,67.0
"Bán nhà siêu đẹp Bùi Xương Trạch, hơn 13 tỷ, 55m2, 6 tầng cầu thang máy, kinh doanh đỉnh",Nhà,Thanh Xuân,5.0,14.78,55.0
"Bán căn Duplex hàng hiếm tại The Zei, view pháo hoa, bao phí. LH [phone_number]",Căn hộ chung cư,Nam Từ Liêm,3.0,22.0,186.0
Nhà đất Tây Hồ: Nhà vị trí đẹp TK hiện đại - ngõ to nông - gần phố Tứ Liên,Nhà,Tây Hồ,4.0,7.95,30.3
Hiếm! Căn 2PN 2WC - 71m2 - 90 Nguyễn Tuân NT full BC Đông Nam giá 6.56 tỷ,Căn hộ chung cư,Thanh Xuân,2.0,6.56,71.0
Bán nhà Dọc Bún 1 La Khê 52m2 mặt tiền hơn 13.1 tỷ Cấp 4 ôtô tránh KinhDoanh VỉaHè LHCC,Biệt thự/Nhà liền kề,Hà Đông,1.0,13.1,52.0
"Bán liền kề Louis Đại Mỗ, nhà thô, 96m2, 5t, mt 6m. 23 tỷ",Biệt thự/Nhà liền kề,Nam Từ Liêm,5.0,23.0,96.0
"Bán căn hộ duplex ở Golden Field - lô góc 226m2, 4pn, nội thất siêu sang, view cực đỉnh, 18,7 tỷ",Căn hộ chung cư,Nam Từ Liêm,4.0,18.7,226.0
"Chính chủ bán căn 122m2, 3PN view hồ, CC Tây Hà, Tố Hữu, giá 7.7 tỷ, sổ đỏ, full đồ, LH [phone_number]",Căn hộ chung cư,Nam Từ Liêm,3.0,7.7,122.0
"Bán 2N2VS góc áp mái,view siêu thoáng đẹp-Chỉ bán cho khách mua đầu tư(chủ nhà muốn thuê lại 2 năm)",Căn hộ chung cư,Gia Lâm,2.0,3.52,70.5
"Sở hữu ngay căn 2PN giá siêu rẻ, trực tiếp CĐT, giá chỉ từ 4,4 tỷ, hỗ trợ lãi suất 0% trong 24t",Căn hộ chung cư,Hoàng Mai,2.0,4.4,55.0
"Bán liền kề siêu đẹp Ngô Thì Nhậm, Hà Đông",Biệt thự/Nhà liền kề,Hà Đông,4.0,20.9,48.0
"Bán căn 3 ngủ, chung cư Riverside Granden -349 Vũ Tông Phan, 89m, sẵn sổ đỏ, 7 tỷ",Căn hộ chung cư,Thanh Xuân,3.0,7.0,89.0
Bán chung cư cao cấp Skyline Westlake Võ Chí Công gần Lotte hồ Tây 2pn 92.2m2 156tr m2 tầng thấp,Căn hộ chung cư,Tây Hồ,2.0,14.38,92.2
"Tây Tựu 36m2, 5,2 tỷ, dân xây, ngõ nông, thẳng, gần ĐHCN Hà Nội AB",Nhà,Bắc Từ Liêm,3.0,5.2,36.0
Cập nhật quỹ căn HPC Landmark chuyển nhượng giá tốt nhất,Căn hộ chung cư,Hà Đông,3.0,6.7,118.0
Bán căn áp góc giá tốt nhất Louis City Đại Mỗ,Biệt thự/Nhà liền kề,Nam Từ Liêm,5.0,40.8,120.0
"Bán Căn hoa hậu CC The Terra An Hưng, 75m2, 2PN, 2WC, p La Khê, Q.Hà Đông, HN",Căn hộ chung cư,Hà Đông,2.0,5.4,75.0
Chính chủ gia đình cần bán CH 2PN 80m2 giá nhỉnh 6 tỷ tầng trung hướng Đông Nam sẵn sổ đỏ giao dịch,Căn hộ chung cư,Nam Từ Liêm,2.0,6.0,80.0
"Bán nhà 5 tầng, tây tựu, ôtô đỗ cổng, 50m ra đường 70, giá đầu tư",Nhà,Bắc Từ Liêm,5.0,6.0,34.5
"Nhà đẹp hiện đại 5 tầng. Công năng + nội thất đầy đủ, đẹp long lanh, khu vực phát triển cực mạnh",Nhà,Nam Từ Liêm,3.0,5.25,30.0
"Bán gấp căn góc chính chủ 2PN tại Lê Văn Lương, KĐT Trung Hòa Nhân Chính. Giá ưu đãi 4,5 tỷ VND",Căn hộ chung cư,Thanh Xuân,2.0,4.5,66.8
"Bán gấp CH cao cấp Sun Grand City - 69B Thụy Khuê, 170m2, 3PN, full nội thất LH:",Căn hộ chung cư,Tây Hồ,3.0,21.0,170.0
Cơ hội cuối cuối mua trực tiếp chủ đầu tư - Nhận chiết khấu 3%. Hỗ trợ bank 70%,Căn hộ chung cư,Cầu Giấy,4.0,15.4,210.0
"Cần bán căn hộ chung cư Home City, DT 98 m2, 3PN, 2 VS, nội thất đầy đủ",Căn hộ chung cư,Cầu Giấy,3.0,8.8,98.0
"CC Cao Cấp QMS Tố Hữu, DT 100-103m2, 2 PN 3WC - Quý 4 2025 Nhận Nhà, Hoàn Thiện Ở luôn",Căn hộ chung cư,Nam Từ Liêm,2.0,8.26,99.9
